Timestamp,URL,Title,Visit Count
2025-06-13 00:23:45,https://nam11.safelinks.protection.outlook.com/?url=http%3A%2F%2Fc.gm-05.guest-message.com%2Fls%2Fclick%3Fupn%3Du001.h7BIpbIiwqPk5mTqa0fP59-2Fu9dbHqs5Xl9OJmKZhb04AL9X2QRfyXzb6W-2B7-2BkdI6Bgs1_iAIXBRHwPCpizFM8bFbwfhUUPw55JUxZLJ7Q3HXvx-2BQ2eqPho6A4jNBzYmnmQzX-2FlDz5Uc36C-2Fy60mImGiHF3KjCtCXxG6sJr663c4WCj9BS-2BHr7euzRbU4Oo3QE4WqrVvJ7HNFidKMaN94zQBRV8NULs4XnrYAN7-2FpJvOeoI5ytTyfZ0MT-2F7zyQiALSp45jhNpoKRpM-2FyaoGi5QX5OYZ8LOaOKk0pm0eM7CaEQBu8BIRKff9Hap8gSapxKUSCGo9hpMGeRmVKIXJ5vnS6iMdmGnCP-2B38T3tmiLdvXXpVeKImK2NICk4JMnRI41t3XenW4r1cenYVSqjjob5j-2Fv6D-2B7-2BxxaGDMXOYjr78MeQCY-2B3Z8WmctV1u9y2i-2Brk5K6LAqVNAsPb-2F6zcuJ8ob-2FNL9M6oyPOeN0JZF-2F5UvRCQRQJ9pNag-2B3m7r5b8rXfG8af-2F&data=05%7C02%7Cfrontdesk%40worthotel.com%7Cbcccd769febe4250921608ddaa107adc%7Cbba3d172f36a4b5196d9082fda5f220d%7C0%7C0%7C638853709956244691%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=731V7CjGaR%2FS2n2MB5T0jG7HgqMyFRj0AyyHYBAG5OU%3D&reserved=0,The Rusty Parrot Lodge & Spa | Luxury Jackson Hole Hotel,1
2025-06-13 00:23:45,http://c.gm-05.guest-message.com/ls/click?upn=u001.h7BIpbIiwqPk5mTqa0fP59-2Fu9dbHqs5Xl9OJmKZhb04AL9X2QRfyXzb6W-2B7-2BkdI6Bgs1_iAIXBRHwPCpizFM8bFbwfhUUPw55JUxZLJ7Q3HXvx-2BQ2eqPho6A4jNBzYmnmQzX-2FlDz5Uc36C-2Fy60mImGiHF3KjCtCXxG6sJr663c4WCj9BS-2BHr7euzRbU4Oo3QE4WqrVvJ7HNFidKMaN94zQBRV8NULs4XnrYAN7-2FpJvOeoI5ytTyfZ0MT-2F7zyQiALSp45jhNpoKRpM-2FyaoGi5QX5OYZ8LOaOKk0pm0eM7CaEQBu8BIRKff9Hap8gSapxKUSCGo9hpMGeRmVKIXJ5vnS6iMdmGnCP-2B38T3tmiLdvXXpVeKImK2NICk4JMnRI41t3XenW4r1cenYVSqjjob5j-2Fv6D-2B7-2BxxaGDMXOYjr78MeQCY-2B3Z8WmctV1u9y2i-2Brk5K6LAqVNAsPb-2F6zcuJ8ob-2FNL9M6oyPOeN0JZF-2F5UvRCQRQJ9pNag-2B3m7r5b8rXfG8af-2F,The Rusty Parrot Lodge & Spa | Luxury Jackson Hole Hotel,2
2025-06-13 00:23:45,https://c.gm-05.guest-message.com/ls/click?upn=u001.h7BIpbIiwqPk5mTqa0fP59-2Fu9dbHqs5Xl9OJmKZhb04AL9X2QRfyXzb6W-2B7-2BkdI6Bgs1_iAIXBRHwPCpizFM8bFbwfhUUPw55JUxZLJ7Q3HXvx-2BQ2eqPho6A4jNBzYmnmQzX-2FlDz5Uc36C-2Fy60mImGiHF3KjCtCXxG6sJr663c4WCj9BS-2BHr7euzRbU4Oo3QE4WqrVvJ7HNFidKMaN94zQBRV8NULs4XnrYAN7-2FpJvOeoI5ytTyfZ0MT-2F7zyQiALSp45jhNpoKRpM-2FyaoGi5QX5OYZ8LOaOKk0pm0eM7CaEQBu8BIRKff9Hap8gSapxKUSCGo9hpMGeRmVKIXJ5vnS6iMdmGnCP-2B38T3tmiLdvXXpVeKImK2NICk4JMnRI41t3XenW4r1cenYVSqjjob5j-2Fv6D-2B7-2BxxaGDMXOYjr78MeQCY-2B3Z8WmctV1u9y2i-2Brk5K6LAqVNAsPb-2F6zcuJ8ob-2FNL9M6oyPOeN0JZF-2F5UvRCQRQJ9pNag-2B3m7r5b8rXfG8af-2F,The Rusty Parrot Lodge & Spa | Luxury Jackson Hole Hotel,1
2025-06-13 00:23:45,https://www.rustyparrot.com/,The Rusty Parrot Lodge & Spa | Luxury Jackson Hole Hotel,1
2025-06-13 00:16:14,https://mtucn1.oraclehospitality.us-ashburn-1.ocs.oraclecloud.com/OPERA9/opera/operacloud/faces/opera-cloud-index/OperaCloud,OPERA Cloud,74
2025-06-13 00:16:13,https://mtucn1.oraclehospitality.us-ashburn-1.ocs.oraclecloud.com/OPERA9/opera/operacloud/faces/opera-cloud-index/OperaCloud?_afrRedirect=1008025423075086&_afrPage=1,OPERA Cloud,1
2025-06-13 00:16:05,https://mtucn1.oraclehospitality.us-ashburn-1.ocs.oraclecloud.com/OPERA9/opera/operacloud/faces/adf.task-flow?adf.tfId=opera-cloud-index&adf.tfDoc=/WEB-INF/taskflows/opera-cloud-index.xml&TPLNG=E,Initializing Application,57
2025-06-13 00:16:05,https://mtucn1.oraclehospitality.us-ashburn-1.ocs.oraclecloud.com/OPERA9/opera/operacloud/faces/adf.task-flow?adf.tfId=opera-cloud-index&adf.tfDoc=/WEB-INF/taskflows/opera-cloud-index.xml&TPLNG=E&_afrLoop=1008016888072371&_afrWindowMode=2&Adf-Window-Id=w4q1y8y4r7&_afrFS=16&_afrMT=screen&_afrMFW=1058&_afrMFH=1460&_afrMFDW=960&_afrMFDH=1440&_afrMFC=8&_afrMFCI=0&_afrMFM=0&_afrMFR=172&_afrMFG=0&_afrMFS=0&_afrMFO=1,Initializing Application,1
2025-06-13 00:16:04,https://mtucn1.oraclehospitality.us-ashburn-1.ocs.oraclecloud.com/OPERA9/opera/operacloud/?TPLNG=E,Initializing Application,94
2025-06-13 00:16:03,https://idcs-67322d8881824b13b3da16015007f9e2.identity.oraclecloud.com/sso/v1/user/callback/login?nonce=d389980f-63f6-4bc4-8ca9-3f659ccf2425,Submit This Form,1
